"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
663609,"Baker, Luken",65,0.8904109589041096,45,"75.965784615",0.6461538461538462,0.35555555555555557,0.24615384615384617,0.2222222222222222,0.15384615384615385,"7.942834154",0,-2.2362652980334623,20,0.3076923076923077,23,0.35384615384615387
680718,"Barger, Addison",855,0.9076433121019108,641,"75.928020187",0.6269005847953216,0.30577223088923555,0.22923976608187135,0.2059282371294852,0.1543859649122807,"7.657877567",7,-13.72368764769068,214,0.25029239766081873,316,0.3695906432748538
663586,"Riley, Austin",800,0.9019165727170236,577,"75.887103088",0.6050000000000001,0.2755632582322357,0.19875,0.1923743500866551,0.13875,"7.567306888",18,-14.124676305059253,223,0.27875,265,0.33125
595751,"Alfaro, Jorge",88,0.9263157894736842,57,"75.876752955",0.6136363636363636,0.22807017543859648,0.14772727272727273,0.10526315789473684,0.06818181818181818,"7.010970455",1,-2.3695997667155373,31,0.3522727272727273,24,0.2727272727272727
660821,"Sánchez, Jesús",826,0.9066959385290889,621,"75.851158487",0.5883777239709442,0.30434782608695654,0.2288135593220339,0.18679549114331723,0.14043583535108958,"6.918172554",14,-24.85054572308115,205,0.24818401937046006,316,0.38256658595641646
660271,"Ohtani, Shohei",1149,0.9025923016496465,788,"75.848867685",0.618798955613577,0.36421319796954316,0.24978241949521324,0.26015228426395937,0.1784160139251523,"7.932627581",14,25.066754931089125,361,0.31418624891209745,389,0.33855526544821585
669432,"Rogers, Trevor",1,1,0,"75.81402",1,NaN,,NaN,,"8.3424",0,-0.05481668824015785,1,,0,
669194,"Nelson, Ryne",1,1,1,"75.77985",1,0,0,0,0,"7.05599",0,0.5049105053247739,0,0,1,1
677956,"Hinds, Rece",82,0.9010989010989011,38,"75.735458659",0.5975609756097561,0.3157894736842105,0.14634146341463414,0.18421052631578946,0.08536585365853659,"7.963156098",1,-3.407358148206354,44,0.5365853658536586,20,0.24390243902439024
673357,"Robert Jr., Luis",723,0.9026217228464419,518,"75.613043555",0.5739972337482713,0.28378378378378377,0.2033195020746888,0.1640926640926641,0.11756569847856155,"7.81207177",19,-14.895848723691302,205,0.2835408022130014,257,0.355463347164592
662139,"Varsho, Daulton",452,0.904,319,"75.60905042",0.561946902654867,0.2884012539184953,0.20353982300884957,0.15047021943573669,0.10619469026548672,"7.875624779",5,5.73029068637007,133,0.2942477876106195,153,0.33849557522123896
682985,"Greene, Riley",1255,0.9074475777295734,866,"75.60623192",0.5721115537848609,0.24595842956120093,0.1697211155378486,0.151270207852194,0.10438247011952191,"7.274556876",6,-13.09729666895663,389,0.3099601593625498,359,0.2860557768924303
676812,"McCusker, Carson",51,0.8947368421052632,27,"75.533286078",0.5882352941176471,0.18518518518518517,0.09803921568627451,0.14814814814814814,0.0784313725490196,"7.784885882",0,-3.560721663162645,24,0.47058823529411764,13,0.2549019607843137
694212,"Basallo, Samuel",214,0.9067796610169492,153,"75.494351542",0.5560747663551402,0.2549019607843137,0.1822429906542056,0.1830065359477124,0.1308411214953271,"7.363863551",4,-10.097093993722105,61,0.2850467289719626,72,0.3364485981308411
663662,"Cameron, Daz",75,0.8928571428571429,58,"75.437083867",0.4933333333333335,0.2413793103448276,0.18666666666666668,0.10344827586206896,0.08,"6.9784948",1,-3.0734411544559714,17,0.22666666666666666,25,0.3333333333333333
683002,"Henderson, Gunnar",1061,0.9122957867583835,821,"75.340720999",0.53440150801131,0.32399512789281365,0.25070688030160226,0.20341047503045068,0.15739868049010367,"7.278690434",21,-14.388135040917279,240,0.22620169651272384,417,0.3930254476908577
686948,"Baldwin, Drake",778,0.9067599067599068,638,"75.302231992",0.5642673521850899,0.31191222570532917,0.25578406169665807,0.1896551724137931,0.15552699228791775,"7.184185013",9,-1.5511166364708657,140,0.17994858611825193,316,0.40616966580976865
624413,"Alonso, Pete",1133,0.9085805934242182,858,"75.256778967",0.5339805825242718,0.3356643356643357,0.25419240953221534,0.22727272727272727,0.17210944395410416,"7.057215755",15,-3.5458421090616152,275,0.24271844660194175,433,0.382171226831421
663728,"Raleigh, Cal",1282,0.9009135628952917,918,"75.240044431",0.5468018720748832,0.2777777777777778,0.19890795631825273,0.17429193899782136,0.12480499219968799,"7.89323259",29,5.85527893311586,364,0.2839313572542902,383,0.29875195007800315
656541,"Hilliard, Sam",105,0.9292035398230089,64,"75.231027238",0.561904761904762,0.296875,0.18095238095238095,0.1875,0.11428571428571428,"7.201278476",2,-2.800384568696305,41,0.3904761904761905,26,0.24761904761904763
682663,"Ramírez, Agustín",945,0.9104046242774566,719,"75.23016891",0.5544973544973546,0.3198887343532684,0.24338624338624337,0.21557719054242003,0.164021164021164,"7.505137651",19,-21.178508166266084,226,0.23915343915343915,399,0.4222222222222222
663624,"Mountcastle, Ryan",691,0.9092105263157895,477,"75.209663473",0.5267727930535456,0.2746331236897275,0.18958031837916064,0.1509433962264151,0.10419681620839363,"7.532170564",13,-14.229017053904533,214,0.3096960926193922,220,0.3183791606367583
701350,"Anthony, Roman",415,0.8982683982683982,300,"75.14686412",0.5253012048192772,0.37,0.2674698795180723,0.22333333333333333,0.1614457831325301,"7.402517687",18,-0.5140467438909693,115,0.27710843373493976,153,0.3686746987951807
671213,"Casas, Triston",190,0.9090909090909091,130,"75.123075737",0.5421052631578945,0.27692307692307694,0.18947368421052632,0.17692307692307693,0.12105263157894737,"7.991144421",3,-9.025882319272235,60,0.3157894736842105,64,0.3368421052631579
672356,"Arias, Gabriel",911,0.9082751744765702,556,"75.07646303",0.5268935236004391,0.2751798561151079,0.16794731064763996,0.1618705035971223,0.09879253567508232,"7.616500099",22,-29.676175679872358,355,0.3896816684961581,257,0.28210757409440174
621439,"Buxton, Byron",934,0.9050387596899225,665,"75.034829251",0.5053533190578158,0.318796992481203,0.22698072805139186,0.20300751879699247,0.14453961456102785,"7.93421576",15,11.804726778960035,269,0.2880085653104925,332,0.3554603854389722
